,titles,area,city,company,job_type,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,urls,job_description,job_requirements
44,Information Security Analyst,Maadi,Cairo,Confidential,Full Time,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Information Security | IT | Computer Science | Information Systems | CEH | Security Systems | CISM | Computer Engineering | Engineering | CISSP | Testing | Information Technology (IT) | Network | Security,https://wuzzuf.net/jobs/p/J7OpYr9z50zT-Information-Security-Analyst-Cairo-Egypt?o=45&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Ensuring systems are operated, used, maintained, and disposed of in accordance with all applicable security policies and practices | Participate in the creation and maintenance of enterprise security documents (policies, standards, baselines, guidelines and procedures) | Analyzing and assessing potential security risks, developing plans to deal with such incidents by putting measures in place such as monitoring and auditing systems for abnormal activity, and executing corrective actions | Reporting security incidents in accordance with the Incident Response Plan | Support the company wide security awareness training program | Conduct and Monitor compliance with Industry standards (PCI, HIPAA) | Maintain confidentiality, integrity and availability of data and services residing on or transmitted to/from/through enterprise workstations, servers and other systems and other data repositories | Monitor security related tools and functions, investigate/escalate incidents using subject matter expertise as they occur and work with other business units to mitigate risks to acceptable levels | Conduct vulnerability assessments, penetration tests and security audits per standards and company policies | Engage in ongoing communications with peers in the Systems and Networking groups as well as the various business groups to ensure enterprise wide understanding of security goals, to solicit feedback and to foster co-operation | Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs | Conduct security audit and penetration test on company various systems and applications | Monitor transaction patterns to identify fraudulent activity, high risk transactions and determine existing fraud trends | Recommend anti-fraud processes for changing transaction patterns and trends | Generate suspicious activity reports and risk management reports for Managers","Bachelor's degree in the field of computer science or management information systems or a related field, is required | One or more of the following certifications is preferred: CISSP, CEH, Security +, GIAC GSEC, GIAC GCIH, CISM | Required Knowledge, Skills & Experience | 3-5 Years’ experience working in an IT Security role responsible for information security | Experience with vulnerability and patch management | Experience with mobile device management | Solid understanding of penetration testing and vulnerability assessments | Experience with security testing of enterprise networks through ethical hacking | Experience with incident handling including knowledge of common probing and attack methods, network/service discovery, system auditing, viruses, and worms | Experience working in financial sector or regulated industry dealing with sensitive data preferred | Strong analytical and problem solving skills"
45,Financial Analyst,Cairo,Egypt,DHL,Full Time,5 To 10 Years,Manager,Not Specified,"Confidential, Lucrative Fringe Benefits",Accounting/Finance | Analyst/Research,Accounting | Analyst | Finance | Financial Analysis | financial analyst | Financial | Commerce,https://wuzzuf.net/jobs/p/PoKLJO97JHqE-Financial-Analyst-DHL-Cairo-Egypt?o=46&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,,
46,Business Analyst,Sheraton,Cairo,BlueCloud,Full Time,2 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Communication | Information Technology (IT) | computer | Computer Engineering | Engineering | Science | Software Development | Software Engineering | test automation | Testing | Computer Science | Automation | Software | Business Analysis | Analysis,https://wuzzuf.net/jobs/p/iNRYBn2Cxe98-Business-Analyst-BlueCloud-Cairo-Egypt?o=47&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Handle requirements gathering and data breakdown to provide high quality services/ products | Assist with process modeling to clarify business requirements, and to enhance or re-engineer business processes | Develop and maintain relevant business required documents such as (Functional requirement | specification (FRS)/ Functional Specification Document (FSD), System requirement specification (SRS)/ | System Requirement Document (SRD), Requirement traceability matrix (RTM), Use Case Diagrams, | Wireframes, Mockups, Change Request Document) | Develop and design Product roadmaps, Epics and User Stories and ensures each story has the correct acceptance criteria | Gather, manage and prioritize the product backlog and Handle backlog grooming & refinement | Collaborate with the stakeholders, or delegated members of the applicable business group to define | scope and pinpoint problem areas, vision, strategy, target audience | Facilitate communication and awareness of the standards and quality expectations of the stakeholders",2 to 3 Years of experience
47,Senior System Analyst,Maadi,Cairo,Confidential,Full Time,8 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Analysis | Computer Science | Engineering | Information Systems | Design | System Analysis | Technical Writing | Documentation | Problem Solving | Software Development | Computer Engineering | Maintenance | Information Technology (IT) | Testing | Software | English,https://wuzzuf.net/jobs/p/dgxKD7HBbI0Z-Senior-System-Analyst-Cairo-Egypt?o=48&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"System integration management with other companies and partners | Requirement gathering and arrangement | Design, implement, execute, and debug information technology test cases and scripts | Supporting Web Applications and web sites | Incident Handling and second level support for IT Issues | Technical Reporting, documentation, and reports generation","BSc degree of computer science or computer engineering or relevant study | 8+ years of total technical experience | 3+ years of experience in System Analysis | Strong knowledge of Software Development Life Cycle (SDLC) (Analysis, Design, Implementation, Testing, Deployment, Maintenance, etc.) | Strong knowledge of Information Systems and their different types (Transactional, Decision Support, Management, Operational, etc.). MUST | Technical Writing, documentation and Problem-Solving skills | Good knowledge of Software development (OOP) | Ability to define problems, collect data, draw valid conclusions, find valid solutions, write reports and manuals | Good knowledge of web technologies (HTML, XML Web services, web 2.0, etc.) | Good knowledge of Software Architecture concepts (SOA, Client Server, etc.) | Very Good in Microsoft office | Very Good in English"
48,Digital Operations Analyst,Cairo,Egypt,Etisalat Egypt,Full Time,More Than 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Operations/Management | Marketing/PR/Advertising | Analyst/Research,Digital Marketing | Marketing | Telecom | analytical,https://wuzzuf.net/jobs/p/UCSGcpCpJlz1-Digital-Operations-Analyst-Etisalat-Egypt-Cairo-Egypt?o=49&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,Managing the day to day Digital operations of Etisalat Digital fronts to ensure proper functioning & immediate resolution of spotted issues | Launching new digital capabilities that adds value to the Digital consumer journey | Launching new digital analytics tool that supports Digital business owners & enrich the visibility of consumer behavior across all digital channels | Managing the day to day Digital operations of Etisalat Digital fronts to ensure proper functioning & immediate resolution of spotted issues | Handling the day to day operational digital issues that impact customer experience & core digital services fulfilment | Spot Digital Issues by running proper reports to detect any malfunctioning services | Work closely with CC & all customer facing entities to gather issues/alarms | Close monitoring of external digital fronts (e.g. Social Media/Google reviews) aiming to promptly spot any issues | Work with Digital business owners to understand the consumer digital pain & work on proposals to fix it | Direct interface with IT & external parties to fix any spotted issues & ensure SLA abidance | Develop proper dashboards that measures digital performance & raises prompt red flags & work with DWH to ensure data automation | Give visibility & periodic status updates on Digital operational to management in the right forums Launching new digital capabilities that adds value to the Digital consumer journey | Design & Come up with new capabilities based on the understanding of Digital platforms | Work with IT for complete implementation of the new capabilities from idea generation till delivering & handing over to business owner | Report the progress of the newly launched capabilities to ensure proper functioning & consumer acceptance Launching new digital analytics tool that supports Digital business owners & enrich the visibility of consumer behavior across all digital channels | Introduce new reporting digital platforms & work with all relevant stakeholders starting from requirements gathering till launch | Own the integration of external reporting engines with Etisalat DWH,"Good Communication and presentation skills | Problems solving and analytical thinking | Time Management skills | Customers and results oriented | Basic telecom technical knowledge | Focus on Customer Centricity & understanding consumer behaviors | Details oriented & excellent follow up skills | 5+ years of work experience in Telecom, mainly in Telecom Operational Management/ Marketing Development/Customer Care | Solid telecom technical skills and awareness with Etisalat technical architecture is desired"
49,Quality Assurance Analyst,Smart Village,Giza,Fawry Banking & Payment Technology Services,Full Time,,,,,,,https://wuzzuf.net/jobs/p/4GpAmOEBf0Vv-Quality-Assurance-Analyst-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=50&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,,
50,Financial Analyst & Feasibility Study Researcher,Cairo,Egypt,Turning Point for Consultancies and Development,Part Time | Freelance / Project,5 To 20 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission And Fees Will Be Decided As Per Assignment As Agreed Between The Company And The Candidate",Accounting/Finance | Analyst/Research,Feasibility Studies | Feasibility Study | Research | Analysis | Finance | Financial Analysis | Valuation | English | Feasibility | MBA | Microsoft Office | CMA | CFA | Accounting,https://wuzzuf.net/jobs/p/AjMPsuJnRAau-Financial-Analyst-Feasibility-Study-Researcher-Turning-Point-for-Consultancies-and-Development-Cairo-Egypt?o=51&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Preparing Financial analysis in feasibility studies: | The analyst will join an introductory meeting with the client to clearly obtain all needed data to start formulating the general guidelines for preparing the feasibility study | In the same day, the analyst will provide Turning Point Company with the steps to be followed in the assignment in details, along with the specific time and cost for finalizing the client’s job | The company will study the offer and discuss it with the candidate for final approval, amend or rejection | The candidate will face competition indoors from specialists of the company along with outdoors competition. Competition will be measured in terms of innovative ideas, maximizing the company’s profitability, reducing client’s cost and speeding up the process with maintaining the accuracy and honesty | Upon finalizing the study on time or before, the management will discuss thoroughly the study before submitting to client for presentation | After management approval, the researcher will prepare the final presentation to be submitted to client, and he/she can be asked to join a final meeting with the client in order to defend the marketing results and findings, and final recommendations | Client will submit a final rating to the candidate’s work after job completion | Consultancies: | The candidate can be assigned for consultancy job with part time fees, if requested by clients | Client will submit a final rating to the candidate’s work after job completion | Education and Courses: | The candidate can be assigned for training with part time fees, if requested by clients | Client will submit a final rating to the candidate’s work after job completion","Experience in Finance, valuation and financial feasibility study not less than 5 years | Honesty, punctuality, professionality, and loyalty to our company’s work is a must | Candidate must be innovative to find financial solutions and tailor services as per clients’ needs and financial capabilities | Excellent user to Microsoft office especially excel & power point to prepare the needed presentations | Male or Female | Candidate with experience in giving accounting & financial consultancies to clients is a plus | Fluency in English is a plus | Having Good appearance and presentation skills is a plus, to conduct presentation or give courses to clients upon their request | CMA, CFA, MBA, CTP is a plus"
51,Business Analyst,Heliopolis,Cairo,MTS,Full Time,2 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Analysis | business | Business Analysis | Communication skills | Computer Science | Data | English | Information technology | Information Technology (IT) | Technical Writing | Planning,https://wuzzuf.net/jobs/p/BmFOCDQ9yjkf-Business-Analyst-MTS-Cairo-Egypt?o=52&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Elicit requirements using interviews, document analysis, surveys, site visits, business process descriptions, use cases, business analysis, and task and workflow analysis, | Evaluate gathered information, identify and reconcile conflicts, decompose high-level information into details, abstract general understanding from low-level information, and distinguish wants from true needs, | Proactively communicate and collaborate with clients and technical teams to prioritize requirements, evaluate potential solutions, define a proposed solution, propose quick fixes, and develop model business processes, | Create and revise analysis artifacts and deliverables as needed, such as business requirements, functional requirements, use cases, business rules, business process models, user stories, User Stories, Acceptance Criteria, and BDD/What-If Scenarios, | Analyze the changes in the user stories to support the development process, | Build strong relationships/rapport with cross-functional business teams, | Partner with other stakeholder teams across the company to develop necessary analysis and documentation, | Collaborate in integration and acceptance testing, | Engage in multiple, simultaneous initiatives, | Provide proof record of well-documented projects","At least 2+ years in a similar role | Bachelor degree, preferably in Information Technology or Computer Science | Experience in analyzing data, and  data visualization techniques and tools | Previous experience in Business / Systems Analysis | Basic knowledge in generating process documentation | Strong written and verbal communication skills including technical writing skills | Very good command of English and Arabic languages | Detailed oriented, planning and organizing skills | Team Player with strong cooperation skills"
52,Business Analyst ( Project Base Onsite ),Dokki,Giza,Qsource,Freelance / Project,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Analyst/Research,Agile | Analysis | Business Analysis | business | Computer Science | Development | Engineering | Data | Information Technology (IT) | Planning | IT,https://wuzzuf.net/jobs/p/6tUZ9qgnSyGE-Business-Analyst-Project-Base-Onsite-Qsource-Giza-Egypt?o=53&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Maintain the team backlog with input from System Architect/Engineering and other stakeholders, consisting mostly of user stories, defects, and enablers | Collaborate with local teams in markets across regions to conduct gap analysis and document new requirements | Document and analyze product requirements by defining user stories, system dependencies, user journeys through information architecture and acceptance criteria in the form of acceptance tests | Prioritize backlog items based on user value, time, and other team dependencies determined in the Program Increment planning event and refined during the Program Increment | Review and reprioritize the backlog as part of the prep work for Iteration Planning, including coordination of dependencies with the Business and Digital Product Owners | Collaborate with the agile team to detail stories with acceptance criteria and examples in the form of acceptance tests | Work with the team to agree on accepted story completion. This includes validating that the story meets acceptance criteria, that it has the appropriate, persistent acceptance tests, and that it otherwise complies with its Definition of Done (DoD). In doing so, you would also assure a level of quality, focusing primarily on fitness for use | Collaborate with the agile team and any other stakeholders in the team demo | Make smart trade-offs between features/customer experience versus time-to-market; using experience, data, and metrics to back up assumptions and assertions of business value","Bachelor’s degree in Computer Science, Engineering, Business, or related field required | 1+ years’ experience | A curious and highly motivated self-starter who can work effectively across cross-functional teams and can independently drive projects toward completion with proper planning and management | Passion for creating user-centric digital and interactive experiences | Excited about product ownership and the accountability with which it comes | Agile/Lean Development knowledge, training, or experience | A strong communicator with great written and verbal skills | Ability to collaborate and navigate in a heavily matrixed environment | Detail and results oriented, able to write detailed specs and analyze data to justify product decisions, and apply key learnings"
53,Business Analyst Section head,New Cairo,Cairo,EGYTURF,Full Time,5 To 8 Years,Manager,Bachelor'S Degree,Confidential,IT/Software Development | Project/Program Management | Analyst/Research,IT Service Management | Microsoft Certified IT Professional | Business Analysis,https://wuzzuf.net/jobs/p/piLSHyNEDA6v-Business-Analyst-Section-head-EGYTURF-Cairo-Egypt?o=54&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"To determine operational objectives by studying business functions; gathering information; evaluating output requirements and formats | To construct workflow charts and diagrams; studying system capabilities; writing specifications | To improve systems by studying current practices, designing modifications | To recommend controls by identifying challenges, writing improved procedures | To monitor functional requirements, progress by tracking activity; resolving problems; publishing progress reports; recommending actions | To maintain user confidence and protect operations by keeping information confidential | To prepare technical reports by collecting, analyzing, and summarizing information and trends | To contribute to team effort by accomplishing related results as needed | To validate resource requirements and develop cost estimate models | To interpret, evaluate, and interrelate research data and develop integrated business analyses and projections for incorporation into strategic decision-making | To perform daily, weekly, and monthly reviews and analyses of current processes using operational metrics and reports | To review a variety of areas including operations, purchasing, inventory, distribution, and facilities | To suggest changes to senior management using analytics to support your recommendations. Actively participate in the implementation of approved changes | To create informative, actionable, and repeatable reporting that highlights relevant business trends and opportunities for improvement | To conduct insightful, ad hoc analyses to investigate ongoing or one-time project issues","Bachelor’s degree is preferred in Computer Science, Business Information Systems or related is required with 5-8 years of experience | Must have a minimum of 5 years of demonstrated experience managing a high-performing stakeholder engagement | Proven analytical and problem resolution skills with the ability to assess complex issues with limited information, applying analytical thinking and problem-solving skills | Detail oriented, analytical, and inquisitive | Ability to work independently and with stakeholders | Extremely organized with strong time-management skill | Microsoft office word, excel and power points | Process design and improvement | Technical Manual writing"
54,Software Business Analyst (Onsite),6th of October,Giza,Qsource,Freelance / Project,3 To 5 Years,Manager,Bachelor'S Degree,Confidential,IT/Software Development | Project/Program Management | Engineering - Telecom/Technology,Project Management | Management | Information Technology (IT) | English | Engineering | Computer Science | IT | Experience | is | Business Analysis | Communication | Communication skills | Analysis | Microsoft Office | Software Development,https://wuzzuf.net/jobs/p/rQvf4XX02hVO-Software-Business-Analyst-Onsite-Qsource-Giza-Egypt?o=55&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Back Ground IT / IS is a must | Managing different Stakeholders | Tracking and Monitoring Analysis Documents | Ensure and validate BRDs, SRSs and integration documents preparation as per the business needs | Support vendor technical teams by clarifying requirements or business concerns raised during project implementation phases | Communicate the requirements with business and development teams and perform sanity testing for developed solutions | Ensure required master data and other relevant information, Guidelines, printing docs, infra details to be collected and shared with development team | Validate and consolidate the required data collection sheets required for the Go-Live | Conducting all necessary meetings with all stakeholders to conclude the tasks & requirements | Develop and manage a detailed project schedule and work plan | Should be able to understand, define and document the scope | Identify risks early, perform risk analysis, and plan risk mitigation strategies | Get connected with all vendors to provide integration Support during Development phase | Track Key users on the project pending tasks. Give Guidance and advice in applying processes | Should be able to report any scope change and route the same through change management board","Graduated from Computer Science or Relevant | Have from 3 to 5 years of experience in Software Development Domain is Must | Very good English is Must | Demonstrates understanding of project management processes | Business Analysis experience Must | Manages products delivery | Excellent client-facing and interpersonal communication skills | Excellent written and verbal communication skills | Solid organizational skills including attention to detail and multitasking skills | Strong working knowledge of Microsoft office (MS Projects, Visio, Excel, Word, and PowerPoint)"
55,Junior Data Quality Engineer,Maadi,Cairo,Worex,Full Time,,,,,,,https://wuzzuf.net/jobs/p/Mf1k9Dc3poFD-Junior-Data-Quality-Engineer-Worex-Cairo-Egypt?o=56&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,,
56,Data Analyst,Basatin,Cairo,Rashideen Egypt for Trade,Full Time,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development | Analyst/Research,Analysis | Data | Data Analysis | Computer Science | ERP | Database,https://wuzzuf.net/jobs/p/vooDKVW6MBLG-Data-Analyst-Rashideen-Egypt-for-Trade-Cairo-Egypt?o=57&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Responsible for all system definitions on ERP system Example: (Item, Price, Customers, Journey Plan, Promotions, etc.) | Responsible for Extracting data from database and processing data | Creating Smart Dashboards | Support Field & Back Office Team to solve any technical issues related to system, and organize the communication between the system vendor and Information technology department","1 to 3 years of experience preferred in FMCG sector | Must have advanced knowledge in (Sales Buzz, ERP System , Microsoft Excel SQL, Microsoft Power BI) | Have fair knowledge in (OData) optional | Bachelor’s degree in ((Business, Accounting, Information Technology, Computer Science)) (Preferred)"
57,Business Analyst -(International IT Firm ) KZBA,Cairo,Egypt,Pillars,Full Time,8 To 11 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Business Analysis | Analysis | Computer Science | Information Technology (IT) | Communication skills | Quality Assurance,https://wuzzuf.net/jobs/p/bOUMF5ewIVUg-Business-Analyst--International-IT-Firm-KZBA-Pillars-Cairo-Egypt?o=58&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Analyze software's by information gathering, eliciting requirements, requirements analysis and writing / drawing the needed documents and diagrams beside to translating and simplifying the business requirements | Define configuration specifications and business requirements | Help design, document and maintain system processes | Able to create multiple documentation materials e.g. SRS, BRS, Help Materials guidelines…etc | Able to help in Analysis Phase by creating Prototypes, Use Cases, Test Cases, UML Diagrams…etc | Define projects scopes | Own and develop relationship with partners, working with them to optimize and enhance our integration | Report on common sources of technical issues or questions and make recommendations to product team | Communicate key insights and findings to product team | Constantly be on the lookout for ways to improve monitoring, discover issues and deliver better value to the customer | Perform Quality Assurance activities | Contribute in Planning and Monitoring activities | Recommends controls by identifying problems, writing improved procedures | Maintains professional and technical knowledge by attending requirement gathering workshops, requirement gathering interviews | Able to do training session for customers | Support after sale duties",Minimum Requirements: | Previous experience in Business / Systems Analysis or Quality Assurance/ Development | A degree in IT / Computer Science/ MIS / CIS / Computer Engineering | Proven experience in eliciting requirements and testing | Experience in analyzing data to draw business-relevant conclusions and in data .visualization techniques and tools | Knowledge in generating process documentation | Strong written and verbal communication skills including technical writing skills
58,Senior Data Engineer,Cairo,Egypt,Edentech,Full Time,5 To 12 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Computer Science | Software Development | Engineering | Programming | Communication skills | Java | Software | Software Testing | Python | Testing,https://wuzzuf.net/jobs/p/egXP5qBhk2WO-Senior-Data-Engineer-Edentech-Cairo-Egypt?o=59&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"We address Data at Eden tech as a top priority for driving success into various functions adapting our heterogenous datasets to formulate data into information, information into insight and insight into business decisions. Data analyst responsibilities include conducting full data infrastructure developing, maintaining, and testing for data generation. Data Engineer has a deep expertise in building large-scale data processing systems by using the latest database and data processing technologies | We are looking for a savvy Data Engineer to join our growing team of analytics experts. Excited to be responsible for building and expanding our data pipeline architecture, as well as optimizing data flow and collection for cross functional teams | The ideal candidate enjoys optimizing data systems and building them from the ground up | The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. striving for operational excellence along with igniting innovative ideas hidden in large data sets and working with stakeholders to improve business outcomes | Create and maintain, with the team, an optimal data pipeline architecture. Build, deploy, and maintain distributed data analytics systems using Hadoop/Spark, Python, Java , Go , Scala, and C/C++ | Assemble large, complex data sets that meet functional / non-functional requirements | Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc | Build the infrastructure required for optimal loading of data from a wide variety of data sources using SQL and big data technologies | Work with stakeholders including the Data and Design teams to assist with data-related technical issues and support their data infrastructure needs | Identify gaps and improve the platform’s quality, robustness, and speed | Meet customer requirements in terms of availability, reliability, functionality, and performance","Results-oriented, determined and having a self-driven attitude | Deep Understanding of CS (Data Structure , Algorithms , Data Sterilization , Discreate Mathematics , CLI , Shell Scripting , networking, and corn jobs ) | Proven Experience in programming languages like (Java , Python , Scala) | Deep Understanding Concurrent Distributed systems (Times, Clocks ,Ordering of events , Broadcasting and Replication ) | Deep understanding of relational and non-relational databases | Deep understanding Data warehouse | Concepts (Data Modeling, OLAP, OLTP , Denormalization ,Different Schemas | Engines like Snowflake , Hive , Impala , Google Big Query , Amazon Redshift | Deep understanding Data Lakes (Delta Lake , Databricks , Amazon Athena , Azure data lake) | Deep understanding of Data Processing Engines (PIG , Spark , Flink , NIFI , Kafka , Storm) | Workflow Managing systems (Airflow , Luigi , Google Composer) | Basics understanding and implementing Machine Learning (TensorFlow, Spark MiLB) | Experience building and optimizing ‘big data’ data pipelines, architectures, and data sets. In both batch and real-time data integration | Working knowledge of stream processing, and highly scalable ‘big data’ data stores and messaging systems (Rabbit MQ , Pub Sub , Amazon SNS) | Excellent communication skills, both verbally and in writing, to be able to align with various stakeholders and cross border squads | Understanding data privacy and security (data governance, key management, encryption) | Understanding Cluster Computing (AWS , Azure, GCP) is preferred | Understand software testing (Unit Testing , Functional testing , Integration testing) is preferred | Understanding identity and access management (active directory) is preferred"
59,Senior Data Insights Specialist,Cairo,Egypt,WUZZUF,Full Time | Work From Home,,,,,,,https://wuzzuf.net/jobs/p/QewilVmKKm8a-Senior-Data-Insights-Specialist-WUZZUF-Cairo-Egypt?o=60&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,,
60,Data Scientist,Sheikh Zayed,Giza,Seoudi Supermarket,Full Time,1 To 4 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Data Science | Programming | Machine Learning | Python | Data Analytics | Computer Science | Information Technology (IT),https://wuzzuf.net/jobs/p/yvKLvGcoRMNa-Data-Scientist-Seoudi-Supermarket-Giza-Egypt?o=61&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Analyze raw data: assessing quality, cleansing, structuring for downstream processing.
 | Design accurate and scalable prediction algorithms.
 | Collaborate with engineering team to bring analytical prototypes to production.
 | Generate actionable insights for business improvements | Full-time job (On-site) | Location: Sheikh Zayed, Giza | 2 days off  (Friday and Saturday)","Bachelor's degree or equivalent experience in quantitative field (Statistics, Mathematics, Computer Science, Engineering, etc.)
 | At least 1 - 4 years' of experience in quantitative analytics or data modeling.
 | Deep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithms.
 | Fluency in a programming language (Python, C,C++, Java, SQL).
 | Familiarity with Big Data frameworks and visualization tools (Cassandra, Hadoop, Spark, Tableau).
"
61,Data Analysis Instructor (Excel - Power BI),Nasr City,Cairo,EpsilonAI,Full Time | Part Time | Freelance / Project,More Than 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commissions And Bonuses",IT/Software Development | Analyst/Research | Training/Instructor,Analysis | business | Business Intelligence | Data Analysis | Computer Science | Power BI | SQL | Tableau | BI | Data | Information Technology (IT) | Training | SPSS | Sass | SAS,https://wuzzuf.net/jobs/p/oOKRpUGGzzuO-Data-Analysis-Instructor-Excel---Power-BI-EpsilonAI-Cairo-Egypt?o=62&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"As a Data Analysis Instructor, you will guide your Trainees through hands-on exercises, and introduce important tools such as Excel, Power BI | conducting and delivering direct training sessions for internal and external clients | All of our classes are part-time, designed to fit into your work schedule so you will be able to enjoy teaching while still being able to manage your full-time responsibilities at your current company | Ability to connect and build relationships with Trainees and colleagues from varied ethnicities, ages, backgrounds, learning styles, and abilities | Delivering training across the entire organization | Someone who has an obsession with constantly learning new technologies, and a personal dedication to always be up to date with the very latest coding languages, deployment technologies, and industry best practices | prepare and evaluate diploma assignments, graduation projects, and final exams | answering trainee's questions and providing quick support | Utilizing a variety of training methodologies, techniques, concepts, learning tools, and practices to ensure maximum effectiveness of training programs","Exceptional communication and presentation skills | Experience doing quantitative analysis | Experience with customer engagements | Experience with Microsoft Excel | High-level proficiency with SQL based query languages and relational data concepts | Experience with business intelligence and data visualization tools (Tableau, Power BI, etc.) | Candidates must have a degree in computer science, information technology, cybersecurity, information systems, or a related field | Acts as a technical mentor guiding Trainees on a technical journey of discovery | Working experience in business intelligence and data analysis | Prior experience teaching to a class of Trainees | Experience with statistical packages (SPSS, SAS, Stata, etc.) | Prior experience training employees or colleagues"
62,Data Entry Clerk,Heliopolis,Cairo,World Vest Base (WVB ),Full Time,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Writing/Editorial,Data | Data Entry | Financial | Speed | Typing | Administration | Arabic | English | MS Office | Teamwork | Speed Typing | Detail Oriented | Organization Skills | Commerce | Microsoft Office,https://wuzzuf.net/jobs/p/lmmAm8Xwh9w4-Data-Entry-Clerk-World-Vest-Base-WVB-Cairo-Egypt?o=63&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,"Update and maintain financial information on our company databases.
Preparing and sorting documents for data entry | Entering data into database software and checking to ensure the accuracy of the data that has been inputted | Creating data backups as part of a contingency plan
A financial data analyst's role may be more specific to | Handling accounting information, business process information, internal company statistics, financial reports, or information on outside companies | The nature of the role depends on the needs of the hiring company and determines if the data collection processes are from divisions within the company or outside the company, and the method of data retrieval that is required and preferred","0-2 years of experience | Graduated From: Arabic Commerce or any other related collage | Very Good in English | Self-management | Ability to learn quickly | Teamwork | Typing speed and accuracy | Attention to detail | Organization skills, with an ability to stay focused on assigned tasks"
63,Financial Data Analyst - (French/Russian/German/Italy) Speakers,Heliopolis,Cairo,World Vest Base (WVB ),Full Time,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance | Analyst/Research,Alsun | Accounting | English | french | Russian | turkish | Analysis | Financial Analysis | Finance | german | Commerce | italy | Communication | Oracle | Forecasting,https://wuzzuf.net/jobs/p/ucnvtntSpmhM-Financial-Data-Analyst---FrenchRussianGermanItaly-Speakers-World-Vest-Base-WVB-Cairo-Egypt?o=64&l=sp&t=sj&a=Data-Analyst|search-v3|navbg,A financial data analyst prepares financial reports that serve as summary information for managers | The financial data analyst is responsible for identifying relevant insights and compiling analytical reports that enable other employees in the company to make sound decisions. Forward-thinking forecasts based upon research conducted on financial trends are typically a key component of the reports that a financial data analyst prepares | Analyzing financial data in Oracle System and report to Database,Graduated From: Faculty of Alsun French/Russian/German/Italy Department / Departement de Gestion et de Commerce Internationale / Faculty of Law - French section / Langues et traduction Francaise | Fluent in French/Russian/German/Italy | Fluent in English
